HX,HY,S,V,Class
-0.754106609778,-0.656752024046,0.183574879227,0.811764705882,0.0
-0.848048096153,-0.529919264239,0.104166666667,0.564705882353,0.0
-0.623489801859,-0.781831482467,0.100719424462,0.545098039216,0.0
-0.969796936036,-0.243913720105,0.2,1.0,0.0
-0.838670567944,-0.544639035017,0.125786163522,0.623529411765,0.0
-0.802711637932,-0.596367358537,0.261061946903,0.886274509804,0.0
-0.887010833178,-0.461748613236,0.200836820084,0.937254901961,0.0
-0.98017248785,-0.198146143193,0.146853146852,0.560784313725,0.0
-0.715109501355,-0.699012447007,0.327014218009,0.827450980392,0.0
-1.0,1.22464679915e-16,0.047058823529,1.0,0.0
-0.798411972993,-0.602111552273,0.217592592592,0.847058823529,0.0
-0.396079766052,-0.918216106875,0.0580645161289,0.607843137255,0.0
-0.829037572557,-0.559192903468,0.235294117647,1.0,0.0
-0.812570339008,-0.582863143597,0.272727272727,0.992156862745,0.0
-0.878612245059,-0.477535886434,0.239215686275,1.0,0.0
-0.945000818715,-0.327067963316,0.230366492147,0.749019607843,0.0
0.766044443099,-0.64278760971,0.0265486725656,0.443137254902,0.0
-0.841253532831,-0.540640817455,0.241228070176,0.894117647059,0.0
-0.642787609686,-0.766044443119,0.0736196319027,0.639215686275,0.0
-0.974199082673,-0.225690379321,0.124999999999,0.721568627451,0.0
-0.822661482131,-0.568531516996,0.278431372549,1.0,0.0
-0.816196912354,-0.577773831412,0.109677419355,0.607843137255,0.0
0.866025403751,-0.500000000058,0.0163934426232,0.478431372549,0.0
-0.945000818715,-0.327067963316,0.117021276596,0.737254901961,0.0
-0.896872741532,-0.442288690221,0.161616161616,0.776470588235,0.0
-0.0402659401078,-0.999188998172,0.100775193799,0.505882352941,0.0
-0.757971723142,-0.652287411282,0.109803921569,1.0,0.0
-0.8755582313,-0.483112599301,0.139896373057,0.756862745098,0.0
-0.736591418192,-0.676337994383,0.345381526104,0.976470588235,0.0
-0.777573718614,-0.628791787574,0.301960784314,1.0,0.0
-1.0,1.22464679915e-16,0.078431372549,1.0,0.0
-0.804961707582,-0.593326764378,0.244979919678,0.976470588235,0.0
-0.963370878616,-0.268172612759,0.143617021276,0.737254901961,0.0
0.669130606384,0.743144825455,0.039682539682,0.494117647059,0.0
-0.917653158605,-0.397382285089,0.210256410257,0.764705882353,0.0
-0.919979443658,-0.391966609863,0.152941176471,1.0,0.0
-1.0,1.22464679915e-16,0.062745098039,1.0,0.0
-0.278217463924,-0.960518111629,0.115044247788,0.443137254902,0.0
-0.623489801859,-0.781831482467,0.273170731707,0.803921568627,0.0
-0.686241637872,-0.72737364157,0.144385026738,0.733333333333,0.0
-0.809016994379,-0.587785252287,0.130718954248,0.6,0.0
-0.81742233856,-0.576038818504,0.250000000001,0.909803921569,0.0
-1.83697019872e-16,-1.0,0.0338983050852,0.462745098039,0.0
-0.81457595205,-0.580056909572,0.29203539823,0.886274509804,0.0
-1.0,1.22464679915e-16,0.070588235294,1.0,0.0
-0.826238774316,-0.563320058063,0.121387283236,0.678431372549,0.0
-0.678509411558,-0.734591708657,0.312796208531,0.827450980392,0.0
-0.681015858788,-0.732268666597,0.325,0.78431372549,0.0
0.988830826223,0.149042266192,0.0707070707092,0.388235294118,0.0
-0.931336177453,-0.364160575251,0.23137254902,1.0,0.0
0.99323835774,0.116092914141,0.0749999999999,0.470588235294,0.0
-1.0,1.22464679915e-16,0.066666666667,1.0,0.0
-0.871112994087,-0.491082632082,0.218884120172,0.913725490196,0.0
-0.780602681012,-0.62502756291,0.298039215686,1.0,0.0
-1.0,1.22464679915e-16,0.039215686275,1.0,0.0
-0.984807753012,-0.173648177668,0.124352331606,0.756862745098,0.0
-0.997203797181,-0.0747300935879,0.109803921569,1.0,0.0
-0.919979443653,-0.391966609874,0.087837837838,0.580392156863,0.0
-0.99942949093,-0.0337741418771,0.121568627451,1.0,0.0
-0.911228490387,-0.411901248246,0.145098039216,1.0,0.0
-0.961261695937,-0.27563735582,0.0753768844224,0.780392156863,0.0
-0.623489801845,-0.781831482479,0.0437499999998,0.627450980392,0.0
-0.68417463899,-0.729318218175,0.33064516129,0.972549019608,0.0
-0.996397488543,-0.0848059244723,0.145098039216,1.0,0.0
-0.854419404547,-0.519583950035,0.120418848167,0.749019607843,0.0
0.955572805784,-0.294755174417,0.0979020979016,0.560784313725,0.0
-0.780324790954,-0.62537446432,0.156565656566,0.776470588235,0.0
-0.786053094741,-0.618158986223,0.200913242009,0.858823529412,0.0
-0.990685946037,-0.136166649091,0.127777777777,0.705882352941,0.0
-0.66913060636,-0.743144825476,0.277777777778,0.776470588235,0.0
-0.939692620785,0.342020143328,0.0714285714294,0.658823529412,0.0
0.90630778704,-0.422618261732,0.107142857144,0.439215686275,0.0
