R,G,B,Class
0.191666666667,0.281690140845,0.278431372549,4.0
0.166666666667,0.271428571429,0.274509803922,4.0
0.158333333333,0.285714285714,0.274509803922,4.0
0.166666666667,0.275362318841,0.270588235294,4.0
0.166666666667,0.264705882353,0.266666666667,4.0
0.157407407407,0.264705882353,0.266666666667,4.0
0.166666666667,0.271428571429,0.274509803922,4.0
0.166666666667,0.301369863014,0.286274509804,4.0
0.18,0.324675324675,0.301960784314,4.0
0.197530864198,0.3375,0.313725490196,4.0
0.220238095238,0.341463414634,0.321568627451,4.0
0.181818181818,0.297297297297,0.290196078431,4.0
0.157894736842,0.271428571429,0.274509803922,4.0
0.133333333333,0.289855072464,0.270588235294,4.0
0.156862745098,0.253731343284,0.262745098039,4.0
0.212962962963,0.257142857143,0.274509803922,4.0
0.225,0.27027027027,0.290196078431,4.0
0.222222222222,0.276315789474,0.298039215686,4.0
0.191666666667,0.27027027027,0.290196078431,4.0
0.189393939394,0.297297297297,0.290196078431,4.0
0.213333333333,0.333333333333,0.294117647059,4.0
0.212121212121,0.305555555556,0.282352941176,4.0
0.203703703704,0.268656716418,0.262745098039,4.0
0.166666666667,0.246153846154,0.254901960784,4.0
0.148148148148,0.268656716418,0.262745098039,4.0
0.166666666667,0.275362318841,0.270588235294,4.0
0.195652173913,0.310810810811,0.290196078431,4.0
0.203703703704,0.346153846154,0.305882352941,4.0
0.222222222222,0.115384615385,0.203921568627,4.0
0.194444444444,0.117647058824,0.2,4.0
0.194444444444,0.117647058824,0.2,4.0
0.214285714286,0.134615384615,0.203921568627,4.0
0.190476190476,0.134615384615,0.203921568627,4.0
0.166666666667,0.115384615385,0.203921568627,4.0
0.145833333333,0.145454545455,0.21568627451,4.0
0.151515151515,0.189655172414,0.227450980392,4.0
0.166666666667,0.229508196721,0.239215686275,4.0
0.177083333333,0.253968253968,0.247058823529,4.0
0.210526315789,0.287878787879,0.258823529412,4.0
0.188888888889,0.241935483871,0.243137254902,4.0
0.166666666667,0.203389830508,0.23137254902,4.0
0.166666666667,0.157894736842,0.223529411765,4.0
0.166666666667,0.142857142857,0.219607843137,4.0
0.166666666667,0.127272727273,0.21568627451,4.0
0.2,0.172413793103,0.227450980392,4.0
0.214285714286,0.225806451613,0.243137254902,4.0
0.21568627451,0.261538461538,0.254901960784,4.0
0.233333333333,0.289855072464,0.270588235294,4.0
0.243055555556,0.328767123288,0.286274509804,4.0
0.239130434783,0.315068493151,0.286274509804,4.0
0.216666666667,0.281690140845,0.278431372549,4.0
0.214285714286,0.291666666667,0.282352941176,4.0
0.206349206349,0.287671232877,0.286274509804,4.0
0.189393939394,0.301369863014,0.286274509804,4.0
0.18253968254,0.291666666667,0.282352941176,4.0
0.183333333333,0.285714285714,0.274509803922,4.0
0.175925925926,0.264705882353,0.266666666667,4.0
0.166666666667,0.253731343284,0.262745098039,4.0
0.166666666667,0.260869565217,0.270588235294,4.0
0.181818181818,0.301369863014,0.286274509804,4.0
0.193333333333,0.324675324675,0.301960784314,4.0
0.2,0.320512820513,0.305882352941,4.0
0.202898550725,0.298701298701,0.301960784314,4.0
0.157894736842,0.267605633803,0.278431372549,4.0
0.131578947368,0.271428571429,0.274509803922,4.0
0.140350877193,0.275362318841,0.270588235294,4.0
0.166666666667,0.260869565217,0.270588235294,4.0
0.198412698413,0.287671232877,0.286274509804,4.0
0.206349206349,0.28,0.294117647059,4.0
0.2,0.266666666667,0.294117647059,4.0
0.175438596491,0.263888888889,0.282352941176,4.0
0.175,0.281690140845,0.278431372549,4.0
0.189393939394,0.30985915493,0.278431372549,4.0
0.175438596491,0.283582089552,0.262745098039,4.0
0.147058823529,0.261538461538,0.254901960784,4.0
0.156862745098,0.257575757576,0.258823529412,4.0
0.166666666667,0.279411764706,0.266666666667,4.0
0.201388888889,0.324324324324,0.290196078431,4.0
0.206666666667,0.328947368421,0.298039215686,4.0
0.210144927536,0.302631578947,0.298039215686,4.0
0.142857142857,0.134615384615,0.203921568627,4.0
0.190476190476,0.134615384615,0.203921568627,4.0
0.166666666667,0.117647058824,0.2,4.0
0.138888888889,0.117647058824,0.2,4.0
0.194444444444,0.117647058824,0.2,4.0
0.214285714286,0.134615384615,0.203921568627,4.0
0.194444444444,0.117647058824,0.2,4.0
0.194444444444,0.117647058824,0.2,4.0
0.208333333333,0.150943396226,0.207843137255,4.0
0.190476190476,0.132075471698,0.207843137255,4.0
0.190476190476,0.12962962963,0.211764705882,4.0
0.185185185185,0.157894736842,0.223529411765,4.0
0.192307692308,0.209677419355,0.243137254902,4.0
0.216666666667,0.289855072464,0.270588235294,4.0
0.222222222222,0.3,0.274509803922,4.0
0.225,0.289855072464,0.270588235294,4.0
0.2,0.234375,0.250980392157,4.0
0.166666666667,0.2,0.235294117647,4.0
0.166666666667,0.172413793103,0.227450980392,4.0
0.133333333333,0.175438596491,0.223529411765,4.0
0.111111111111,0.160714285714,0.219607843137,4.0
0.15,0.175438596491,0.223529411765,4.0
0.192307692308,0.216666666667,0.235294117647,4.0
0.211111111111,0.238095238095,0.247058823529,4.0
0.222222222222,0.272727272727,0.258823529412,4.0
0.233333333333,0.289855072464,0.270588235294,4.0
0.228070175439,0.275362318841,0.270588235294,4.0
0.222222222222,0.260869565217,0.270588235294,4.0
0.219298245614,0.267605633803,0.278431372549,4.0
0.225,0.27397260274,0.286274509804,4.0
0.224637681159,0.306666666667,0.294117647059,4.0
0.214285714286,0.287671232877,0.286274509804,4.0
0.19298245614,0.271428571429,0.274509803922,4.0
0.177083333333,0.238805970149,0.262745098039,4.0
0.155555555556,0.227272727273,0.258823529412,4.0
0.175925925926,0.260869565217,0.270588235294,4.0
0.190476190476,0.291666666667,0.282352941176,4.0
0.206666666667,0.324675324675,0.301960784314,4.0
0.190476190476,0.283783783784,0.290196078431,4.0
0.175925925926,0.253521126761,0.278431372549,4.0
0.137254901961,0.246376811594,0.270588235294,4.0
0.12962962963,0.260869565217,0.270588235294,4.0
0.15,0.281690140845,0.278431372549,4.0
0.174242424242,0.301369863014,0.286274509804,4.0
0.1875,0.315789473684,0.298039215686,4.0
0.195652173913,0.298701298701,0.301960784314,4.0
0.202898550725,0.298701298701,0.301960784314,4.0
0.175,0.277777777778,0.282352941176,4.0
0.166666666667,0.285714285714,0.274509803922,4.0
0.166666666667,0.279411764706,0.266666666667,4.0
0.157407407407,0.272727272727,0.258823529412,4.0
0.137254901961,0.261538461538,0.254901960784,4.0
0.157407407407,0.268656716418,0.262745098039,4.0
0.18253968254,0.3,0.274509803922,4.0
0.2,0.333333333333,0.294117647059,4.0
0.213333333333,0.328947368421,0.298039215686,4.0
0.229166666667,0.315789473684,0.298039215686,4.0
0.145833333333,0.150943396226,0.207843137255,4.0
0.125,0.150943396226,0.207843137255,4.0
0.0740740740741,0.166666666667,0.211764705882,4.0
0.0925925925926,0.166666666667,0.211764705882,4.0
0.111111111111,0.166666666667,0.211764705882,4.0
0.104166666667,0.150943396226,0.207843137255,4.0
0.104166666667,0.150943396226,0.207843137255,4.0
0.138888888889,0.115384615385,0.203921568627,4.0
0.138888888889,0.117647058824,0.2,4.0
0.1,0.1,0.196078431373,4.0
0.166666666667,0.1,0.196078431373,4.0
0.194444444444,0.117647058824,0.2,4.0
0.138888888889,0.117647058824,0.2,4.0
0.166666666667,0.117647058824,0.2,4.0
0.1875,0.150943396226,0.207843137255,4.0
0.166666666667,0.132075471698,0.207843137255,4.0
0.190476190476,0.127272727273,0.21568627451,4.0
0.208333333333,0.196721311475,0.239215686275,4.0
0.222222222222,0.264705882353,0.266666666667,4.0
0.229166666667,0.32,0.294117647059,4.0
0.236111111111,0.32,0.294117647059,4.0
0.230158730159,0.291666666667,0.282352941176,4.0
0.21568627451,0.253731343284,0.262745098039,4.0
0.179487179487,0.209677419355,0.243137254902,4.0
0.152777777778,0.2,0.235294117647,4.0
0.133333333333,0.172413793103,0.227450980392,4.0
0.1,0.175438596491,0.223529411765,4.0
0.136363636364,0.189655172414,0.227450980392,4.0
0.192307692308,0.216666666667,0.235294117647,4.0
0.214285714286,0.225806451613,0.243137254902,4.0
0.211111111111,0.238095238095,0.247058823529,4.0
0.225490196078,0.257575757576,0.258823529412,4.0
0.21875,0.242424242424,0.258823529412,4.0
0.21875,0.238805970149,0.262745098039,4.0
0.231481481481,0.257142857143,0.274509803922,4.0
0.236842105263,0.263888888889,0.282352941176,4.0
0.230158730159,0.287671232877,0.286274509804,4.0
0.222222222222,0.291666666667,0.282352941176,4.0
0.208333333333,0.285714285714,0.274509803922,4.0
0.196078431373,0.253731343284,0.262745098039,4.0
0.177777777778,0.227272727273,0.258823529412,4.0
0.201754385965,0.271428571429,0.274509803922,4.0
0.206349206349,0.291666666667,0.282352941176,4.0
0.202898550725,0.310810810811,0.290196078431,4.0
0.184210526316,0.267605633803,0.278431372549,4.0
0.176470588235,0.246376811594,0.270588235294,4.0
0.156862745098,0.25,0.266666666667,4.0
0.157407407407,0.260869565217,0.270588235294,4.0
0.181818181818,0.297297297297,0.290196078431,4.0
0.18,0.324675324675,0.301960784314,4.0
0.173076923077,0.329113924051,0.309803921569,4.0
0.202380952381,0.341463414634,0.321568627451,4.0
0.20987654321,0.333333333333,0.317647058824,4.0
0.195652173913,0.302631578947,0.298039215686,4.0
0.175,0.281690140845,0.278431372549,4.0
0.175438596491,0.275362318841,0.270588235294,4.0
0.157407407407,0.268656716418,0.262745098039,4.0
0.156862745098,0.257575757576,0.258823529412,4.0
0.183333333333,0.289855072464,0.270588235294,4.0
0.181818181818,0.30985915493,0.278431372549,4.0
0.18115942029,0.319444444444,0.282352941176,4.0
0.208333333333,0.324324324324,0.290196078431,4.0
0.236111111111,0.32,0.294117647059,4.0
0.238095238095,0.295774647887,0.278431372549,4.0
0.166666666667,0.109090909091,0.21568627451,4.0
0.142857142857,0.12962962963,0.211764705882,4.0
0.138888888889,0.11320754717,0.207843137255,4.0
0.142857142857,0.132075471698,0.207843137255,4.0
0.119047619048,0.132075471698,0.207843137255,4.0
0.119047619048,0.134615384615,0.203921568627,4.0
0.125,0.150943396226,0.207843137255,4.0
0.125,0.150943396226,0.207843137255,4.0
0.0740740740741,0.166666666667,0.211764705882,4.0
0.111111111111,0.166666666667,0.211764705882,4.0
0.12962962963,0.166666666667,0.211764705882,4.0
0.1,0.181818181818,0.21568627451,4.0
0.111111111111,0.166666666667,0.211764705882,4.0
0.125,0.150943396226,0.207843137255,4.0
0.138888888889,0.117647058824,0.2,4.0
0.133333333333,0.1,0.196078431373,4.0
0.166666666667,0.1,0.196078431373,4.0
0.166666666667,0.117647058824,0.2,4.0
0.166666666667,0.137254901961,0.2,4.0
0.166666666667,0.153846153846,0.203921568627,4.0
0.183333333333,0.185185185185,0.211764705882,4.0
0.2,0.178571428571,0.219607843137,4.0
0.212121212121,0.186440677966,0.23137254902,4.0
0.229166666667,0.242424242424,0.258823529412,4.0
0.238095238095,0.291666666667,0.282352941176,4.0
0.215277777778,0.32,0.294117647059,4.0
0.230769230769,0.337662337662,0.301960784314,4.0
0.24358974359,0.337662337662,0.301960784314,4.0
0.225,0.285714285714,0.274509803922,4.0
0.2,0.230769230769,0.254901960784,4.0
0.166666666667,0.196721311475,0.239215686275,4.0
0.152777777778,0.2,0.235294117647,4.0
0.15,0.172413793103,0.227450980392,4.0
0.180555555556,0.203389830508,0.23137254902,4.0
0.192307692308,0.216666666667,0.235294117647,4.0
0.205128205128,0.213114754098,0.239215686275,4.0
0.214285714286,0.225806451613,0.243137254902,4.0
0.214285714286,0.222222222222,0.247058823529,4.0
0.214285714286,0.21875,0.250980392157,4.0
0.229166666667,0.242424242424,0.258823529412,4.0
0.25,0.257142857143,0.274509803922,4.0
0.245614035088,0.267605633803,0.278431372549,4.0
0.236842105263,0.271428571429,0.274509803922,4.0
0.225,0.285714285714,0.274509803922,4.0
0.222222222222,0.3,0.274509803922,4.0
0.212962962963,0.264705882353,0.266666666667,4.0
0.205882352941,0.253731343284,0.262745098039,4.0
0.210526315789,0.271428571429,0.274509803922,4.0
0.208333333333,0.281690140845,0.278431372549,4.0
0.2,0.281690140845,0.278431372549,4.0
0.185185185185,0.260869565217,0.270588235294,4.0
0.166666666667,0.238805970149,0.262745098039,4.0
0.166666666667,0.238805970149,0.262745098039,4.0
0.185185185185,0.257142857143,0.274509803922,4.0
0.202898550725,0.302631578947,0.298039215686,4.0
0.192307692308,0.329113924051,0.309803921569,4.0
0.190476190476,0.341463414634,0.321568627451,4.0
0.212643678161,0.349397590361,0.325490196078,4.0
0.220238095238,0.341463414634,0.321568627451,4.0
0.202898550725,0.302631578947,0.298039215686,4.0
0.191666666667,0.277777777778,0.282352941176,4.0
0.175925925926,0.260869565217,0.270588235294,4.0
0.166666666667,0.242424242424,0.258823529412,4.0
0.15625,0.242424242424,0.258823529412,4.0
0.175925925926,0.268656716418,0.262745098039,4.0
0.175438596491,0.279411764706,0.266666666667,4.0
0.175438596491,0.279411764706,0.266666666667,4.0
0.2,0.289855072464,0.270588235294,4.0
0.216666666667,0.289855072464,0.270588235294,4.0
0.205882352941,0.261538461538,0.254901960784,4.0
0.19696969697,0.186440677966,0.23137254902,4.0
0.2,0.172413793103,0.227450980392,4.0
0.19696969697,0.189655172414,0.227450980392,4.0
0.181818181818,0.189655172414,0.227450980392,4.0
0.166666666667,0.157894736842,0.223529411765,4.0
0.166666666667,0.142857142857,0.219607843137,4.0
0.190476190476,0.127272727273,0.21568627451,4.0
0.166666666667,0.11320754717,0.207843137255,4.0
0.166666666667,0.132075471698,0.207843137255,4.0
0.190476190476,0.132075471698,0.207843137255,4.0
0.138888888889,0.115384615385,0.203921568627,4.0
0.138888888889,0.115384615385,0.203921568627,4.0
0.119047619048,0.132075471698,0.207843137255,4.0
0.119047619048,0.132075471698,0.207843137255,4.0
0.104166666667,0.148148148148,0.211764705882,4.0
0.145833333333,0.148148148148,0.211764705882,4.0
0.148148148148,0.163636363636,0.21568627451,4.0
0.121212121212,0.196428571429,0.219607843137,4.0
0.133333333333,0.181818181818,0.21568627451,4.0
0.145833333333,0.150943396226,0.207843137255,4.0
0.166666666667,0.117647058824,0.2,4.0
0.166666666667,0.1,0.196078431373,4.0
0.194444444444,0.117647058824,0.2,4.0
0.166666666667,0.137254901961,0.2,4.0
0.166666666667,0.137254901961,0.2,4.0
0.185185185185,0.169811320755,0.207843137255,4.0
0.181818181818,0.2,0.21568627451,4.0
0.208333333333,0.206896551724,0.227450980392,4.0
0.217948717949,0.213114754098,0.239215686275,4.0
0.240740740741,0.264705882353,0.266666666667,4.0
0.234848484848,0.301369863014,0.286274509804,4.0
0.22,0.328947368421,0.298039215686,4.0
0.230769230769,0.337662337662,0.301960784314,4.0
0.237179487179,0.337662337662,0.301960784314,4.0
0.210526315789,0.271428571429,0.274509803922,4.0
0.197916666667,0.242424242424,0.258823529412,4.0
0.179487179487,0.206349206349,0.247058823529,4.0
0.192307692308,0.209677419355,0.243137254902,4.0
0.180555555556,0.2,0.235294117647,4.0
0.180555555556,0.2,0.235294117647,4.0
0.192307692308,0.216666666667,0.235294117647,4.0
0.192307692308,0.216666666667,0.235294117647,4.0
0.194444444444,0.2,0.235294117647,4.0
0.205128205128,0.213114754098,0.239215686275,4.0
0.194444444444,0.196721311475,0.239215686275,4.0
0.208333333333,0.193548387097,0.243137254902,4.0
0.22619047619,0.215384615385,0.254901960784,4.0
0.239583333333,0.238805970149,0.262745098039,4.0
0.225490196078,0.253731343284,0.262745098039,4.0
0.212962962963,0.268656716418,0.262745098039,4.0
0.210526315789,0.283582089552,0.262745098039,4.0
0.197916666667,0.246153846154,0.254901960784,4.0
0.2,0.230769230769,0.254901960784,4.0
0.203703703704,0.264705882353,0.266666666667,4.0
0.210526315789,0.271428571429,0.274509803922,4.0
0.2,0.285714285714,0.274509803922,4.0
0.185185185185,0.264705882353,0.266666666667,4.0
0.166666666667,0.242424242424,0.258823529412,4.0
0.177777777778,0.227272727273,0.258823529412,4.0
0.1875,0.231884057971,0.270588235294,4.0
0.208333333333,0.27027027027,0.290196078431,4.0
0.217948717949,0.325,0.313725490196,4.0
0.227777777778,0.352941176471,0.333333333333,4.0
0.228395061728,0.329268292683,0.321568627451,4.0
0.22,0.316455696203,0.309803921569,4.0
0.212121212121,0.293333333333,0.294117647059,4.0
0.201754385965,0.263888888889,0.282352941176,4.0
0.196078431373,0.246376811594,0.270588235294,4.0
0.177777777778,0.227272727273,0.258823529412,4.0
0.153846153846,0.203125,0.250980392157,4.0
0.166666666667,0.21875,0.250980392157,4.0
0.166666666667,0.234375,0.250980392157,4.0
0.1875,0.246153846154,0.254901960784,4.0
0.1875,0.25,0.250980392157,4.0
0.188888888889,0.238095238095,0.247058823529,4.0
0.166666666667,0.216666666667,0.235294117647,4.0
0.214285714286,0.222222222222,0.247058823529,4.0
0.2,0.230769230769,0.254901960784,4.0
0.147058823529,0.257575757576,0.258823529412,4.0
0.166666666667,0.222222222222,0.247058823529,4.0
0.192307692308,0.209677419355,0.243137254902,4.0
0.19696969697,0.186440677966,0.23137254902,4.0
0.183333333333,0.175438596491,0.223529411765,4.0
0.181818181818,0.189655172414,0.227450980392,4.0
0.166666666667,0.175438596491,0.223529411765,4.0
0.15,0.175438596491,0.223529411765,4.0
0.148148148148,0.160714285714,0.219607843137,4.0
0.1875,0.145454545455,0.21568627451,4.0
0.166666666667,0.11320754717,0.207843137255,4.0
0.166666666667,0.132075471698,0.207843137255,4.0
0.166666666667,0.132075471698,0.207843137255,4.0
0.166666666667,0.115384615385,0.203921568627,4.0
0.138888888889,0.115384615385,0.203921568627,4.0
0.142857142857,0.132075471698,0.207843137255,4.0
0.142857142857,0.132075471698,0.207843137255,4.0
0.125,0.148148148148,0.211764705882,4.0
0.166666666667,0.148148148148,0.211764705882,4.0
0.166666666667,0.163636363636,0.21568627451,4.0
0.148148148148,0.163636363636,0.21568627451,4.0
0.166666666667,0.166666666667,0.211764705882,4.0
0.166666666667,0.150943396226,0.207843137255,4.0
0.166666666667,0.117647058824,0.2,4.0
0.2,0.1,0.196078431373,4.0
0.166666666667,0.12,0.196078431373,4.0
0.190476190476,0.137254901961,0.2,4.0
0.142857142857,0.137254901961,0.2,4.0
0.166666666667,0.153846153846,0.203921568627,4.0
0.19696969697,0.2,0.21568627451,4.0
0.19696969697,0.19298245614,0.223529411765,4.0
0.222222222222,0.2,0.235294117647,4.0
0.245098039216,0.253731343284,0.262745098039,4.0
0.241666666667,0.281690140845,0.278431372549,4.0
0.233333333333,0.328947368421,0.298039215686,4.0
0.229166666667,0.32,0.294117647059,4.0
0.227272727273,0.301369863014,0.286274509804,4.0
0.196078431373,0.25,0.266666666667,4.0
0.178571428571,0.215384615385,0.254901960784,4.0
0.197916666667,0.242424242424,0.258823529412,4.0
0.202380952381,0.21875,0.250980392157,4.0
0.192307692308,0.209677419355,0.243137254902,4.0
0.192307692308,0.213114754098,0.239215686275,4.0
0.179487179487,0.216666666667,0.235294117647,4.0
0.180555555556,0.203389830508,0.23137254902,4.0
0.180555555556,0.203389830508,0.23137254902,4.0
0.194444444444,0.2,0.235294117647,4.0
0.181818181818,0.186440677966,0.23137254902,4.0
0.183333333333,0.169491525424,0.23137254902,4.0
0.212121212121,0.180327868852,0.239215686275,4.0
0.217948717949,0.206349206349,0.247058823529,4.0
0.202380952381,0.222222222222,0.247058823529,4.0
0.197916666667,0.25,0.250980392157,4.0
0.205882352941,0.261538461538,0.254901960784,4.0
0.190476190476,0.222222222222,0.247058823529,4.0
0.188888888889,0.234375,0.250980392157,4.0
0.205882352941,0.253731343284,0.262745098039,4.0
0.194444444444,0.264705882353,0.266666666667,4.0
0.185185185185,0.264705882353,0.266666666667,4.0
0.185185185185,0.268656716418,0.262745098039,4.0
0.166666666667,0.246153846154,0.254901960784,4.0
0.177777777778,0.230769230769,0.254901960784,4.0
0.188888888889,0.223880597015,0.262745098039,4.0
0.210526315789,0.263888888889,0.282352941176,4.0
