H,S,V,Class
0.614035087719,0.183574879227,0.811764705882,0.0
0.58888888889,0.104166666667,0.564705882353,0.0
0.642857142857,0.100719424462,0.545098039216,0.0
0.539215686274,0.2,1.0,0.0
0.591666666667,0.125786163522,0.623529411765,0.0
0.601694915254,0.261061946903,0.886274509804,0.0
0.576388888889,0.200836820084,0.937254901961,0.0
0.531746031745,0.146853146852,0.560784313725,0.0
0.623188405797,0.327014218009,0.827450980392,0.0
0.5,0.047058823529,1.0,0.0
0.602836879433,0.217592592592,0.847058823529,0.0
0.685185185183,0.0580645161289,0.607843137255,0.0
0.594444444444,0.235294117647,1.0,0.0
0.599033816425,0.272727272727,0.992156862745,0.0
0.579234972677,0.239215686275,1.0,0.0
0.55303030303,0.230366492147,0.749019607843,0.0
0.888888888884,0.0265486725656,0.443137254902,0.0
0.590909090909,0.241228070176,0.894117647059,0.0
0.638888888889,0.0736196319027,0.639215686275,0.0
0.536231884058,0.124999999999,0.721568627451,0.0
0.596244131455,0.278431372549,1.0,0.0
0.598039215687,0.109677419355,0.607843137255,0.0
0.916666666656,0.0163934426232,0.478431372549,0.0
0.55303030303,0.117021276596,0.737254901961,0.0
0.572916666667,0.161616161616,0.776470588235,0.0
0.74358974359,0.100775193799,0.505882352941,0.0
0.613095238096,0.109803921569,1.0,0.0
0.580246913581,0.139896373057,0.756862745098,0.0
0.618217054264,0.345381526104,0.976470588235,0.0
0.608225108225,0.301960784314,1.0,0.0
0.5,0.078431372549,1.0,0.0
0.601092896175,0.244979919678,0.976470588235,0.0
0.543209876543,0.143617021276,0.737254901961,0.0
0.133333333328,0.039682539682,0.494117647059,0.0
0.565040650406,0.210256410257,0.764705882353,0.0
0.564102564103,0.152941176471,1.0,0.0
0.5,0.062745098039,1.0,0.0
0.705128205127,0.115044247788,0.443137254902,0.0
0.642857142857,0.273170731707,0.803921568627,0.0
0.629629629629,0.144385026738,0.733333333333,0.0
0.599999999999,0.130718954248,0.6,0.0
0.597701149425,0.250000000001,0.909803921569,0.0
0.75,0.0338983050852,0.462745098039,0.0
0.598484848485,0.29203539823,0.886274509804,0.0
0.5,0.070588235294,1.0,0.0
0.595238095238,0.121387283236,0.678431372549,0.0
0.631313131313,0.312796208531,0.827450980392,0.0
0.630769230769,0.325,0.78431372549,0.0
0.0238095238121,0.0707070707092,0.388235294118,0.0
0.559322033898,0.23137254902,1.0,0.0
0.0185185185211,0.0749999999999,0.470588235294,0.0
0.5,0.066666666667,1.0,0.0
0.581699346405,0.218884120172,0.913725490196,0.0
0.607456140351,0.298039215686,1.0,0.0
0.5,0.039215686275,1.0,0.0
0.527777777778,0.124352331606,0.756862745098,0.0
0.511904761905,0.109803921569,1.0,0.0
0.564102564105,0.087837837838,0.580392156863,0.0
0.505376344085,0.121568627451,1.0,0.0
0.567567567568,0.145098039216,1.0,0.0
0.544444444445,0.0753768844224,0.780392156863,0.0
0.64285714286,0.0437499999998,0.627450980392,0.0
0.630081300813,0.33064516129,0.972549019608,0.0
0.513513513513,0.145098039216,1.0,0.0
0.586956521739,0.120418848167,0.749019607843,0.0
0.95238095238,0.0979020979016,0.560784313725,0.0
0.60752688172,0.156565656566,0.776470588235,0.0
0.606060606061,0.200913242009,0.858823529412,0.0
0.521739130434,0.127777777777,0.705882352941,0.0
0.633333333333,0.277777777778,0.776470588235,0.0
0.444444444444,0.0714285714294,0.658823529412,0.0
0.930555555557,0.107142857144,0.439215686275,0.0
0.563333333334,0.196078431373,1.0,0.0
0.54761904762,0.108808290155,0.756862745098,0.0
0.650205761317,0.349137931035,0.909803921569,0.0
0.583333333333,0.243137254902,1.0,0.0
0.588709677419,0.243137254902,1.0,0.0
0.579861111111,0.223255813954,0.843137254902,0.0
0.555555555555,0.117073170731,0.803921568627,0.0
0.551282051283,0.0751445086707,0.678431372549,0.0
0.5,0.137254901961,1.0,0.0
0.610062893082,0.273195876288,0.760784313725,0.0
0.833333333333,0.0363636363641,0.43137254902,0.0
0.458333333332,0.0985221674876,0.796078431373,0.0
0.544444444445,0.149253731344,0.788235294118,0.0
0.626126126126,0.325991189427,0.890196078431,0.0
0.580357142857,0.219607843137,1.0,0.0
0.529761904762,0.219607843137,1.0,0.0
0.559523809523,0.0707070707067,0.776470588235,0.0
0.620967741936,0.27802690583,0.874509803922,0.0
0.642222222222,0.33185840708,0.886274509804,0.0
0.5,0.133333333333,1.0,0.0
0.0277777777813,0.0512820512827,0.458823529412,0.0
0.916666666667,0.0175438596471,0.447058823529,0.0
0.620481927711,0.330677290836,0.98431372549,0.0
0.580246913581,0.120535714286,0.878431372549,0.0
0.615079365079,0.213197969543,0.772549019608,0.0
0.626068376069,0.32911392405,0.929411764706,0.0
0.564102564102,0.254901960784,1.0,0.0
0.0833333333333,0.038461538462,0.407843137255,0.0
0.593220338983,0.24279835391,0.952941176471,0.0
0.619047619048,0.340080971659,0.96862745098,0.0
0.24074074074,0.0592105263173,0.596078431373,0.0
0.597435897436,0.254901960784,1.0,0.0
0.624444444445,0.323275862069,0.909803921569,0.0
0.541666666667,0.129032258065,0.729411764706,0.0
